-0.42436,1.9676,-0.42436,-0.42436,3.4863,-0.42436,-0.42436,1.3857,-0.42436,-0.42436,-0.42436,0.33913,-0.42436,-0.42436,-0.42436,1.9479,-0.42436,-0.42436,0.096405,-0.42436,3.0956,3.6886,1.6828,1.6296,-0.42436,0.20182,-0.42436,-0.42436,0.45319,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,0.76009,0.49945,-0.42436,-0.42436,-0.42436,1.9733,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,0.45319,0.5649,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,0.45319,1.4027,0.99566,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,0.33913,-0.42436,-0.42436,0.20182,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.62848,-0.40936,-0.7801
-0.42436,3.018,-0.42436,-0.42436,2.8445,-0.42436,-0.42436,1.6238,-0.42436,-0.42436,-0.42436,2.0281,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,0.37362,-0.42436,-0.42436,0.22053,0.68639,1.894,-0.42436,-0.42436,1.2936,-0.42436,-0.42436,0.67057,0.05766,-0.42436,-0.42436,-0.42436,0.52895,-0.42436,-0.42436,-0.42436,0.22053,1.3654,-0.42436,-0.42436,-0.42436,1.924,-0.42436,-0.42436,1.5612,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,0.66511,-0.42436,-0.42436,-0.42436,1.9031,-0.42436,0.05766,1.5252,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,2.1254,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,0.19772,-0.42436,-0.62848,-0.40936,-1.0256
-0.42436,-0.42436,-0.42436,-0.42436,1.3847,-0.42436,-0.42436,-0.42436,-0.42436,0.046624,3.0386,2.2281,1.0596,-0.42436,2.3124,2.9203,0.45182,-0.42436,4.8257,-0.42436,4.6607,6.5716,0.94212,2.0052,-0.42436,-0.42436,2.6519,-0.42436,2.0145,2.7742,-0.42436,-0.42436,1.6324,-0.42436,1.895,-0.42436,-0.42436,1.483,1.4282,1.7956,-0.42436,3.6083,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,1.0949,-0.42436,-0.42436,2.0081,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,0.94212,-0.42436,-0.42436,1.1684,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,0.9835,-0.40936,-0.7801
-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,1.4164,3.6351,0.90828,-0.42436,-0.42436,1.5778,-0.42436,-0.42436,-0.42436,-0.42436,0.3242,3.5638,-0.42436,-0.42436,-0.42436,-0.42436,2.1052,-0.42436,-0.42436,0.60063,-0.42436,-0.42436,-0.42436,-0.42436,2.4984,5.7439,-0.06143,2.0174,1.4066,1.5334,0.054642,1.4394,-0.42436,0.73725,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,0.2591,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,0.766,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.62848,0.065763,-0.16859
-0.42436,-0.42436,-0.42436,-0.42436,3.4718,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,4.1207,2.261,1.0365,-0.42436,-0.42436,0.8177,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,0.35426,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,1.9295,-0.42436,-0.42436,-0.42436,-0.42436,3.0286,2.1648,-0.42436,0.4238,3.2104,3.5752,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,2.5479,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,0.4238,-0.42436,-0.42436,2.5286,-0.42436,0.8177,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,0.28986,-0.42436,-0.42436,1.3852,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,1.0502,0.86412,-0.0018444
-0.42436,0.18263,-0.42436,-0.42436,0.97853,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,3.5235,2.0171,-0.42436,-0.42436,0.94665,3.017,0.075949,-0.42436,2.2506,-0.42436,2.2319,3.4894,0.93249,-0.42436,-0.42436,-0.42436,1.7964,-0.42436,0.97409,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,3.593,0.96347,-0.42436,1.9284,1.0877,2.3513,-0.42436,0.18263,-0.42436,0.93249,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,1.1057,-0.42436,0.075949,-0.42436,-0.42436,0.23425,-0.42436,-0.42436,-0.42436,4.4459,0.60213,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,0.96082,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,1.1672,2.7444,-0.16859
-0.42436,-0.42436,-0.42436,-0.42436,2.4953,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,2.0781,2.4483,1.0339,-0.42436,3.6337,0.6677,-0.42436,-0.42436,-0.0078612,-0.42436,0.3152,1.3123,-0.42436,-0.42436,0.52019,1.8632,1.602,-0.42436,0.52019,2.3114,-0.42436,-0.42436,0.52019,-0.42436,2.5319,1.1379,-0.42436,2.8793,1.19,0.14728,1.2831,-0.42436,-0.42436,0.40576,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,0.32006,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,1.774,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,1.2099,0.056086,0.22228,-0.42436,1.8594,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,2.5295,2.1631,-0.0018444
-0.42436,-0.42436,-0.42436,-0.42436,2.8785,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,5.6285,1.4546,-0.42436,-0.42436,-0.42436,0.063439,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,0.084204,0.42765,-0.42436,1.895,2.0526,-0.42436,-0.42436,1.1273,-0.42436,-0.42436,-0.42436,-0.42436,1.9252,3.8393,-0.42436,1.7446,0.27409,0.71193,-0.42436,-0.42436,-0.42436,1.5612,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,1.4408,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,0.063439,-0.42436,-0.42436,-0.42436,1.3374,-0.42436,-0.42436,0.51685,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.62848,2.7621,-0.16859
1.0907,0.12435,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,2.8457,0.53347,4.1702,-0.42436,0.64904,2.7425,1.0866,-0.42436,1.5975,-0.42436,0.64904,0.24041,-0.42436,0.24041,6.4666,3.5924,3.1543,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,0.37816,-0.42436,0.34327,-0.42436,-0.42436,0.24041,1.9069,0.24041,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,0.9364,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,0.015597,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,0.77016,-0.42436,-0.42436,-0.42436,0.34327,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,0.34327,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,1.5029,-0.40936,-0.7801
-0.42436,0.42151,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,1.0019,0.39209,1.2505,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,0.24938,-0.42436,0.49309,-0.42436,-0.42436,-0.42436,-0.42436,0.42151,1.6616,-0.42436,-0.42436,1.6376,-0.42436,-0.42436,-0.42436,-0.42436,2.5949,2.5431,-0.42436,3.6396,0.16753,2.1161,-0.42436,-0.42436,-0.42436,-0.42436,0.88893,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,0.54226,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,0.42151,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,-0.42436,1.5355,-0.40936,-0.033136
