1.3617,0.15305,2.0828
1.1461,0.40654,2.1492
1.8261,0.2959,2.1004
2.3365,0.088136,2.1004
0.90309,0.34242,2.382
0.30103,0.32634,2.3103
1.4472,0.38337,2.3509
1.8865,0.51983,2.3243
0.95424,0.22089,2.3311
0.69897,0.45454,2.281
2.1703,0.38739,2.4249
2.0531,0.30535,2.3509
1.1761,0.37291,2.4276
1.4624,0.45682,2.502
0.60206,0.54793,2.502
1.9085,0.38659,2.4139
2.0374,0.37024,2.4951
0.77815,0.42935,2.5412
1.4983,0.44436,2.2795
0.69897,0.26316,2.2496
0.30103,0.54095,2.3605
0.47712,0.22758,2.3378
0.30103,0.55642,2.2577
1.1139,0.43217,2.1885
0.77815,0.21405,2.3243
0.69897,0.53212,2.3103
1,0.24551,2.2244
0.30103,0.55023,2.2617
1.2553,0.50154,2.1885
1.959,0.90417,2.379
0.69897,0.4304,2.1693
0.69897,0.25828,2.1594
1.1461,0.35698,2.2885
0.47712,0.25139,2.4383
0.60206,0.63498,2.1837
0.47712,0.25606,2.4881
1.4314,0.33193,2.5242
0.69897,0.54543,2.3411
0.47712,0.39314,2.3997
1.4472,0.43487,2.3243
0.77815,0.35841,2.3509
1.0792,0.61658,2.3997
0.90309,0.5807,2.1977
0.47712,0.46805,2.1282
0.47712,0.6505,2.2023
0.47712,0.21319,2.0253
0.60206,0.68485,2.0768
0.47712,0.34928,2.2695
0,0.76678,2.1693
0.30103,0.63949,2.2023
0.47712,0.52375,2.379
0,0.54913,2.3174
0.30103,0.7432,2.1693
0.47712,0.8451,2.2772
0.77815,0.44342,2.3068
0.30103,0.39576,2.1931
1,0.7102,2.2455
0.30103,0.5044,2.2157
0.30103,0.31947,2.1885
0.30103,0.32056,2.3573
0.47712,0.56555,2.233
0.30103,0.54357,2.3243
0.30103,0.43902,2.2923
0.30103,0.5284,2.3509
0.30103,0.79222,2.179
0.8451,0.41712,2.3032
0,0.3117,2.3032
0.47712,0.28103,2.2772
0.77815,0.50106,2.1931
0.47712,0.37107,2.2772
1,0.31806,2.233
0.30103,0.26293,2.2577
0.30103,0.38561,2.2695
0.77815,0.43393,2.2772
0.30103,0.58161,2.2885
2.1461,0.47422,2.2617
1.9294,0.5611,2.3345
0.77815,0.64098,2.3477
0.30103,0.32848,2.3509
0.60206,0.67173,2.3477
0.47712,0.35411,2.3411
0.77815,0.54654,2.3605
0.8451,0.31239,2.281
0.69897,0.43297,2.5328
0.77815,0.66238,2.4409
1.7559,0.51428,2.5285
0.30103,0.57847,2.4383
0.47712,0.56182,2.4928
0.77815,0.48714,2.2734
0.30103,0.33621,2.4786
0.47712,0.50154,2.5595
0.69897,0.29983,2.2068
0.30103,0.11311,2.1173
1.4472,0.24551,2.1644
1.5682,0.19797,2.1335
1.0414,0.20412,2.0946
1.4314,0.13996,2.1228
1,0.25768,2.1492
1.1461,0.20412,2.0946
0.69897,0.28791,2.3477
0.30103,0.4178,2.4664
0.60206,0.31175,2.4303
0.60206,0.22324,2.3636
1,0.35218,2.3729
0.47712,0.23147,2.2772
0.8451,0.19869,2.2848
1.1761,0.25133,2.2923
0.47712,0.28791,2.3573
0.60206,0.14403,2.2923
0.77815,0.43437,2.379
0.90309,0.28976,2.3573
0.30103,0.14489,2.3573
1.0414,0.24668,2.3573
0.60206,0.33186,2.4564
0.95424,0.37867,2.2734
0,0.20085,2.2244
0.47712,0.23754,2.2496
0.47712,0.34537,2.2372
0,0.27784,2.2023
0.47712,0.34242,2.2496
0,0.3577,2.2455
0.30103,0.30276,2.3103
0.30103,0.70586,2.2734
0.30103,0.18412,2.4786
0.30103,0.14907,2.4166
0.60206,0.19507,2.3729
0.77815,0.25816,2.4461
0.8451,0.17811,2.4513
1.3802,0.25042,2.3968
1.0414,0.18241,2.4054
0.47712,0.16286,2.379
0.47712,0.3678,2.5615
0.60206,0.23096,2.3997
0.77815,0.2393,2.4857
0.30103,0.4214,2.5132
0.77815,0.38215,2.6013
0.47712,0.32459,2.4928
0.30103,0.27508,2.6208
1.2041,0.19555,2.5655
1,0.36267,1.9971
0.95424,0.34537,2.0453
1.2041,0.16286,2.179
1.0792,0.21219,2.1837
1.1139,0.45271,2.2695
0.95424,0.34648,2.4356
1.6232,0.28149,2.3378
2.0414,0.45788,2.4435
1.0792,0.31806,2.2996
1.6902,0.55751,2.379
1.2041,0.56679,2.3968
2.0755,0.24155,2.388
1.0792,0.30374,2.502
1.2553,0.34537,2.376
2.0755,0.28578,2.5349
1.0414,0.46798,2.5674
1.1461,0.29842,2.5132
1.0414,0.20003,2.5771
1,0.33663,2.5959
1.0414,0.35454,2.5752
0.30103,0.34183,2.1388
0,0.67943,2.1977
2.5263,0.58614,2.2537
2.6637,0.38917,2.3103
1.5563,0.31101,2.1117
2.5682,0.40157,2.3345
2.1959,0.47622,2.0887
2.692,0.46982,2.3103
2.5977,0.68196,2.2577
2.3424,0.38739,2.3208
0.77815,0.42553,2.3311
0.47712,0.70689,2.4461
2.4265,0.4435,2.3968
0.69897,0.38899,2.4111
0.30103,0.30276,2.4139
2.4829,0.18921,2.4249
2.2742,0.39001,2.4139
2.5635,0.49969,2.4614
1.1761,0.58218,2.4589
1.2041,0.38021,2.6243
2.574,0.32659,2.4639
1.9445,0.37107,2.3939
0.60206,0.4261,2.5615
0.77815,0.16599,2.626
1.5563,0.38021,2.1594
1.6128,0.20085,2.1061
1.3424,0.13354,2.1644
1.4771,0.27704,2.0946
1.4624,0.36996,2.3636
0.77815,0.21775,2.2372
1.8195,0.18327,2.3032
0.90309,0.27875,2.3909
2.1139,0.18921,2.4249
1,0.21219,2.4111
1.5185,0.18327,2.2287
0.77815,0.082785,2.3444
1.1139,0.47422,2.4762
0.77815,0.43297,2.3698
1.1139,0.35454,2.4513
1.0414,0.16092,2.4904
0.8451,0.21219,2.4762
1.6232,0.23836,2.4435
2.2856,0.22401,2.5328
1.0414,0.13354,2.5042
0.77815,0.24539,2.0453
0.30103,0.40654,2.1388
0.60206,0.37931,2.2113
0.30103,0.34163,2.1543
0.8451,0.41664,2.3509
1.1761,0.3577,2.3997
0.47712,0.3523,2.2996
0.30103,0.72591,2.388
0.95424,0.53046,2.3277
0.69897,0.35025,2.4356
1,0.48855,2.3909
0.95424,0.51904,2.3541
1.0414,0.29983,2.5198
0.90309,0.62737,2.4082
1.4314,0.46716,2.3509
1.3222,0.29842,2.4166
0.69897,0.39177,2.376
0.60206,0.5924,2.4857
1.3617,0.29983,2.4356
0.69897,0.61215,2.4166
1,0.23754,2.1742
1.6628,0.27508,2.233
1.2553,0.31175,2.1282
1.8633,0.45063,2.1004
1.4314,0.43136,2.2455
0.8451,0.66394,2.2414
1.1461,0.55931,2.3032
0.30103,0.55023,2.2414
1,0.67321,2.2287
0.8451,0.27045,2.1441
1,0.43775,2.2287
1.0792,0.44716,2.2201
0.69897,0.59384,2.3345
0.8451,0.5535,2.2113
0.77815,0.1959,2.2496
0.69897,0.33646,2.1742
0.69897,0.52375,2.2885
