1.0414,0.51587,2.1931
0.77815,0.35411,2.3378
0.77815,0.44424,1.9897
0.8451,0.20978,2.2372
0.47712,0.21059,2.3068
1.8751,0.5807,2.2455
1.5051,0.35698,2.2496
0,0.33646,2.1117
0.60206,0.30535,2.2201
1.2304,0.56098,2.233
1.1139,0.37107,2.1543
1.301,0.28892,2.4589
1.2304,0.22324,2.3243
1.4771,0.20249,2.4356
1.3802,0.22324,2.3311
1.301,0.29798,2.4461
1.3979,0.29983,2.4249
0.90309,0.25983,2.4111
1,0.26215,2.3541
1.301,0.22512,2.3541
1.0792,0.45025,2.5575
0.8451,0.39533,2.5771
0.8451,0.15336,2.4664
0.8451,0.48373,2.579
0,0.35025,2.5655
1.2304,0.43584,2.5615
1.0792,0.56182,2.5453
2.4298,0.30535,2.1061
0.30103,0.48394,2.3068
0.47712,0.41954,2.2068
0.47712,0.46538,2.2157
0.90309,0.45271,2.2923
1,0.35717,2.0253
1.1139,0.53757,2.2577
0.30103,0.4183,2.2455
0.90309,0.72591,2.3444
1,0.34242,2.281
1.2041,0.39177,2.4356
0.90309,0.47422,2.376
0.69897,0.42862,2.2244
0.90309,0.71248,2.3477
0.60206,0.43584,2.2848
1.7404,0.73536,2.3277
2.017,0.27462,2.4639
2.2718,0.52078,2.4639
0.77815,0.48957,2.594
0.30103,0.40951,2.6156
0.77815,0.56511,2.5674
0.60206,0.53377,2.5655
2.2923,0.3502,2.4786
0.95424,0.34537,2.5349
0.30103,0.60466,2.3068
1.4771,0.24452,2.3032
0,0.63949,2.281
0.30103,0.63629,2.2372
0.60206,0.43775,2.2244
0.47712,0.37107,2.385
1.5682,0.63988,2.3032
1.5185,0.27497,2.2023
1.3979,0.50297,2.4025
0.77815,0.45507,2.3997
1.2041,0.6466,2.388
0.95424,0.36502,2.3541
1,0.73739,2.4713
1.3222,0.35507,2.4276
1.2304,0.40543,2.4356
1,0.5212,2.4435
1.2553,0.40385,2.651
1,0.40654,2.522
1.2041,0.49762,2.579
1.2788,0.29342,2.5655
0.47712,0.19033,2.6444
1.4624,0.32087,2.6049
0.69897,0.47422,2.5494
1.0414,0.44909,2.6761
1.5798,0.57864,2.3032
0.77815,0.39794,2.2848
0.60206,0.44444,2.3103
1.1139,0.45025,2.2023
1.6128,0.70586,2.3068
1.2788,0.63669,2.2996
2.4014,0.35411,2.1644
0.8451,0.64098,2.2537
0.8451,0.64098,2.4513
1,0.83455,2.4487
1.1461,0.55678,2.4857
1.2041,0.52179,2.3573
1.3222,0.68913,2.4111
1.6128,0.62572,2.4383
1.8921,0.42325,2.4762
2.2577,0.65992,2.4487
1.4314,0.77056,2.5453
0.30103,0.47026,2.5959
0.47712,0.5471,2.5432
1.6232,0.42728,2.6103
1.3222,0.37107,2.3909
0.8451,0.54543,2.4589
0.95424,0.60466,2.5655
1.3979,0.20797,2.4139
